sampled_id,class,result_position,result,relevant
2,sklearn.ensemble.ExtraTreesClassifier,2,sklearn.tree.DecisionTreeClassifier,TRUE
2,sklearn.ensemble.ExtraTreesClassifier,3,sklearn.ensemble.RandomForestClassifier,TRUE
2,sklearn.ensemble.ExtraTreesClassifier,4,sklearn.ensemble.BaggingClassifier,TRUE
2,sklearn.ensemble.ExtraTreesClassifier,5,sklearn.tree.ExtraTreeRegressor,FALSE
2,sklearn.ensemble.ExtraTreesClassifier,6,sklearn.ensemble.VotingClassifier,FALSE
2,sklearn.ensemble.ExtraTreesClassifier,7,sklearn.linear_model.RidgeClassifier,FALSE
2,sklearn.ensemble.ExtraTreesClassifier,8,sklearn.neighbors.KNeighborsClassifier,FALSE
2,sklearn.ensemble.ExtraTreesClassifier,9,sklearn.ensemble.GradientBoostingClassifier,TRUE
3,sklearn.feature_selection.SelectFwe,0,sklearn.feature_selection.SelectFdr,TRUE
3,sklearn.feature_selection.SelectFwe,1,sklearn.feature_selection.SelectFpr,TRUE
3,sklearn.feature_selection.SelectFwe,2,sklearn.feature_selection.RFE,TRUE
3,sklearn.feature_selection.SelectFwe,3,sklearn.feature_selection.SelectKBest,TRUE
3,sklearn.feature_selection.SelectFwe,4,sklearn.feature_selection.RFECV,TRUE
3,sklearn.feature_selection.SelectFwe,5,sklearn.feature_selection.SelectPercentile,TRUE
3,sklearn.feature_selection.SelectFwe,6,sklearn.feature_selection.SelectFromModel,TRUE
3,sklearn.feature_selection.SelectFwe,7,sklearn.preprocessing.Binarizer,FALSE
3,sklearn.feature_selection.SelectFwe,8,sklearn.decomposition.NMF,FALSE
3,sklearn.feature_selection.SelectFwe,9,sklearn.linear_model.Lasso,FALSE
4,sklearn.neural_network.MLPClassifier,0,sklearn.neural_network.MLPRegressor,FALSE
4,sklearn.neural_network.MLPClassifier,1,sklearn.linear_model.RidgeClassifier,TRUE
4,sklearn.neural_network.MLPClassifier,2,sklearn.linear_model.SGDClassifier,TRUE
4,sklearn.neural_network.MLPClassifier,3,sklearn.ensemble.VotingClassifier,FALSE
4,sklearn.neural_network.MLPClassifier,4,sklearn.linear_model.RidgeClassifierCV,TRUE
4,sklearn.neural_network.MLPClassifier,5,sklearn.svm.SVC,TRUE
4,sklearn.neural_network.MLPClassifier,6,sklearn.ensemble.AdaBoostClassifier,FALSE
4,sklearn.neural_network.MLPClassifier,7,sklearn.tree.DecisionTreeClassifier,FALSE
4,sklearn.neural_network.MLPClassifier,8,sklearn.preprocessing.LabelEncoder,FALSE
4,sklearn.neural_network.MLPClassifier,9,sklearn.tree.ExtraTreeClassifier,FALSE
5,sklearn.preprocessing.KernelCenterer,0,sklearn.neighbors.KernelDensity,FALSE
5,sklearn.preprocessing.KernelCenterer,1,sklearn.linear_model.Huber,FALSE
5,sklearn.preprocessing.KernelCenterer,2,sklearn.preprocessing.StandardScaler,TRUE
5,sklearn.preprocessing.KernelCenterer,3,sklearn.decomposition.KernelPCA,FALSE
5,sklearn.preprocessing.KernelCenterer,4,sklearn.decomposition.MiniBatchDictionaryLearning,FALSE
5,sklearn.preprocessing.KernelCenterer,5,sklearn.decomposition.SparseCoder,FALSE
5,sklearn.preprocessing.KernelCenterer,6,sklearn.decomposition.MiniBatchSparsePCA,FALSE
5,sklearn.preprocessing.KernelCenterer,7,sklearn.feature_extraction.text.CountVectorizer,FALSE
5,sklearn.preprocessing.KernelCenterer,8,sklearn.covariance.ShrunkCovariance,FALSE
5,sklearn.preprocessing.KernelCenterer,9,sklearn.covariance.OAS,FALSE
6,sklearn.naive_bayes.GaussianNB,0,sklearn.naive_bayes.ComplementNB,TRUE
6,sklearn.naive_bayes.GaussianNB,1,sklearn.naive_bayes.BernoulliNB,TRUE
6,sklearn.naive_bayes.GaussianNB,2,sklearn.naive_bayes.MultinomialNB,TRUE
6,sklearn.naive_bayes.GaussianNB,3,sklearn.decomposition.NMF,FALSE
6,sklearn.naive_bayes.GaussianNB,4,sklearn.decomposition.KernelPCA,FALSE
6,sklearn.naive_bayes.GaussianNB,5,sklearn.linear_model.Lasso,FALSE
6,sklearn.naive_bayes.GaussianNB,6,sklearn.decomposition.PCA,FALSE
6,sklearn.naive_bayes.GaussianNB,7,sklearn.decomposition.SparsePCA,FALSE
6,sklearn.naive_bayes.GaussianNB,8,sklearn.linear_model.LogisticRegression,TRUE
6,sklearn.naive_bayes.GaussianNB,9,sklearn.neighbors.LocalOutlierFactor,FALSE
7,sklearn.linear_model.ARDRegression,0,sklearn.linear_model.LinearRegression,TRUE
7,sklearn.linear_model.ARDRegression,1,sklearn.linear_model.LogisticRegression,FALSE
7,sklearn.linear_model.ARDRegression,2,sklearn.linear_model.HuberRegressor,TRUE
7,sklearn.linear_model.ARDRegression,3,sklearn.linear_model.LarsCV,TRUE
7,sklearn.linear_model.ARDRegression,4,sklearn.linear_model.Ridge,TRUE
7,sklearn.linear_model.ARDRegression,5,sklearn.linear_model.RANSACRegressor,TRUE
7,sklearn.linear_model.ARDRegression,6,sklearn.linear_model.Lars,TRUE
7,sklearn.linear_model.ARDRegression,7,sklearn.linear_model.RidgeClassifier,FALSE
7,sklearn.linear_model.ARDRegression,8,sklearn.linear_model.RidgeCV,TRUE
7,sklearn.linear_model.ARDRegression,9,sklearn.linear_model.BayesianRidge,TRUE
8,sklearn.multiclass.OneVsOneClassifier,0,sklearn.multiclass.OneVsRestClassifier,TRUE
8,sklearn.multiclass.OneVsOneClassifier,1,sklearn.preprocessing.LabelBinarizer,FALSE
8,sklearn.multiclass.OneVsOneClassifier,2,sklearn.multiclass.OutputCodeClassifier,FALSE
8,sklearn.multiclass.OneVsOneClassifier,3,sklearn.svm.OneClassSVM,FALSE
8,sklearn.multiclass.OneVsOneClassifier,4,sklearn.ensemble.ExtraTreesClassifier,FALSE
8,sklearn.multiclass.OneVsOneClassifier,5,sklearn.linear_model.Log,FALSE
8,sklearn.multiclass.OneVsOneClassifier,6,sklearn.feature_selection.SelectFwe,FALSE
8,sklearn.multiclass.OneVsOneClassifier,7,sklearn.ensemble.RandomForestClassifier,FALSE
8,sklearn.multiclass.OneVsOneClassifier,8,sklearn.linear_model.ModifiedHuber,FALSE
8,sklearn.multiclass.OneVsOneClassifier,9,sklearn.linear_model.Hinge,FALSE
9,sklearn.linear_model.RANSACRegressor,0,sklearn.linear_model.HuberRegressor,TRUE
9,sklearn.linear_model.RANSACRegressor,1,sklearn.linear_model.TheilSenRegressor,TRUE
9,sklearn.linear_model.RANSACRegressor,2,sklearn.linear_model.SGDClassifier,FALSE
9,sklearn.linear_model.RANSACRegressor,3,sklearn.linear_model.ARDRegression,TRUE
9,sklearn.linear_model.RANSACRegressor,4,sklearn.linear_model.LarsCV,TRUE
9,sklearn.linear_model.RANSACRegressor,5,sklearn.neighbors.KNeighborsRegressor,FALSE
9,sklearn.linear_model.RANSACRegressor,6,sklearn.ensemble.AdaBoostRegressor,FALSE
9,sklearn.linear_model.RANSACRegressor,7,sklearn.svm.LinearSVC,FALSE
9,sklearn.linear_model.RANSACRegressor,8,sklearn.linear_model.Lars,TRUE
9,sklearn.linear_model.RANSACRegressor,9,sklearn.ensemble.VotingRegressor,FALSE
10,sklearn.svm.NuSVC,0,sklearn.svm.NuSVR,FALSE
10,sklearn.svm.NuSVC,1,sklearn.svm.SVC,TRUE
10,sklearn.svm.NuSVC,2,sklearn.svm.LinearSVC,TRUE
10,sklearn.svm.NuSVC,3,sklearn.svm.SVR,FALSE
10,sklearn.svm.NuSVC,4,sklearn.svm.LinearSVR,FALSE
10,sklearn.svm.NuSVC,5,sklearn.decomposition.TruncatedSVD,FALSE
10,sklearn.svm.NuSVC,6,sklearn.linear_model.SGDClassifier,FALSE
10,sklearn.svm.NuSVC,7,sklearn.linear_model.RidgeCV,FALSE
10,sklearn.svm.NuSVC,8,sklearn.svm.OneClassSVM,FALSE
10,sklearn.svm.NuSVC,9,sklearn.manifold.TSNE,FALSE
11,sklearn.preprocessing.StandardScaler,0,sklearn.preprocessing.RobustScaler,TRUE
11,sklearn.preprocessing.StandardScaler,1,sklearn.preprocessing.MinMaxScaler,TRUE
11,sklearn.preprocessing.StandardScaler,2,sklearn.preprocessing.Normalizer,TRUE
11,sklearn.preprocessing.StandardScaler,3,sklearn.preprocessing.MaxAbsScaler,TRUE
11,sklearn.preprocessing.StandardScaler,4,sklearn.preprocessing.Binarizer,TRUE
11,sklearn.preprocessing.StandardScaler,5,sklearn.feature_extraction.text.CountVectorizer,FALSE
11,sklearn.preprocessing.StandardScaler,6,sklearn.manifold.Isomap,FALSE
11,sklearn.preprocessing.StandardScaler,7,sklearn.linear_model.Huber,FALSE
11,sklearn.preprocessing.StandardScaler,8,sklearn.preprocessing.KernelCenterer,TRUE
11,sklearn.preprocessing.StandardScaler,9,sklearn.preprocessing.PowerTransformer,TRUE
12,sklearn.neighbors.LocalOutlierFactor,0,sklearn.decomposition.KernelPCA,FALSE
12,sklearn.neighbors.LocalOutlierFactor,1,sklearn.decomposition.NMF,FALSE
12,sklearn.neighbors.LocalOutlierFactor,2,sklearn.linear_model.Lasso,FALSE
12,sklearn.neighbors.LocalOutlierFactor,3,sklearn.decomposition.PCA,FALSE
12,sklearn.neighbors.LocalOutlierFactor,4,sklearn.decomposition.FactorAnalysis,FALSE
12,sklearn.neighbors.LocalOutlierFactor,5,sklearn.linear_model.OrthogonalMatchingPursuit,FALSE
12,sklearn.neighbors.LocalOutlierFactor,6,sklearn.decomposition.SparsePCA,FALSE
12,sklearn.neighbors.LocalOutlierFactor,7,sklearn.preprocessing.Binarizer,FALSE
12,sklearn.neighbors.LocalOutlierFactor,8,sklearn.neighbors.NearestCentroid,FALSE
12,sklearn.neighbors.LocalOutlierFactor,9,sklearn.naive_bayes.GaussianNB,FALSE
13,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,0,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,TRUE
13,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1,sklearn.linear_model.PassiveAggressiveRegressor,FALSE
13,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,2,sklearn.linear_model.PassiveAggressiveClassifier,FALSE
13,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,3,sklearn.linear_model.SGDRegressor,FALSE
13,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,4,sklearn.linear_model.LassoLarsIC,FALSE
13,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,5,sklearn.linear_model.Perceptron,FALSE
13,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,6,sklearn.linear_model.LogisticRegression,TRUE
13,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,7,sklearn.linear_model.OrthogonalMatchingPursuit,FALSE
13,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,8,sklearn.linear_model.LinearRegression,FALSE
13,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,9,sklearn.linear_model.LogisticRegressionCV,TRUE
14,sklearn.linear_model.Ridge,0,sklearn.linear_model.RidgeCV,TRUE
14,sklearn.linear_model.Ridge,1,sklearn.linear_model.BayesianRidge,TRUE
14,sklearn.linear_model.Ridge,2,sklearn.linear_model.ElasticNet,TRUE
14,sklearn.linear_model.Ridge,3,sklearn.linear_model.LinearRegression,TRUE
14,sklearn.linear_model.Ridge,4,sklearn.linear_model.RidgeClassifier,FALSE
14,sklearn.linear_model.Ridge,5,sklearn.linear_model.LassoLars,TRUE
14,sklearn.linear_model.Ridge,6,sklearn.linear_model.RidgeClassifierCV,FALSE
14,sklearn.linear_model.Ridge,7,sklearn.linear_model.LarsCV,TRUE
14,sklearn.linear_model.Ridge,8,sklearn.linear_model.Lars,TRUE
14,sklearn.linear_model.Ridge,9,sklearn.linear_model.LassoCV,TRUE
15,sklearn.linear_model.MultiTaskElasticNetCV,0,sklearn.linear_model.MultiTaskLassoCV,TRUE
15,sklearn.linear_model.MultiTaskElasticNetCV,1,sklearn.linear_model.ElasticNet,FALSE
15,sklearn.linear_model.MultiTaskElasticNetCV,2,sklearn.linear_model.MultiTaskLasso,TRUE
15,sklearn.linear_model.MultiTaskElasticNetCV,3,sklearn.linear_model.MultiTaskElasticNet,TRUE
15,sklearn.linear_model.MultiTaskElasticNetCV,4,sklearn.linear_model.ElasticNetCV,FALSE
15,sklearn.linear_model.MultiTaskElasticNetCV,5,sklearn.linear_model.RidgeCV,FALSE
15,sklearn.linear_model.MultiTaskElasticNetCV,6,sklearn.linear_model.Ridge,FALSE
15,sklearn.linear_model.MultiTaskElasticNetCV,7,sklearn.linear_model.RidgeClassifierCV,FALSE
15,sklearn.linear_model.MultiTaskElasticNetCV,8,sklearn.linear_model.LogisticRegressionCV,FALSE
15,sklearn.linear_model.MultiTaskElasticNetCV,9,sklearn.linear_model.LarsCV,FALSE
16,sklearn.manifold.TSNE,0,sklearn.svm.SVR,FALSE
16,sklearn.manifold.TSNE,1,sklearn.decomposition.TruncatedSVD,FALSE
16,sklearn.manifold.TSNE,2,sklearn.covariance.EllipticEnvelope,FALSE
16,sklearn.manifold.TSNE,3,sklearn.neighbors.NearestCentroid,FALSE
16,sklearn.manifold.TSNE,4,sklearn.svm.SVC,FALSE
16,sklearn.manifold.TSNE,5,sklearn.linear_model.Ridge,FALSE
16,sklearn.manifold.TSNE,6,sklearn.svm.NuSVC,FALSE
16,sklearn.manifold.TSNE,7,sklearn.neighbors.KNeighborsRegressor,FALSE
16,sklearn.manifold.TSNE,8,sklearn.neighbors.NearestNeighbors,FALSE
16,sklearn.manifold.TSNE,9,sklearn.manifold.SpectralEmbedding,TRUE
17,sklearn.ensemble.RandomForestClassifier,0,sklearn.tree.DecisionTreeClassifier,TRUE
17,sklearn.ensemble.RandomForestClassifier,1,sklearn.ensemble.RandomForestRegressor,FALSE
17,sklearn.ensemble.RandomForestClassifier,2,sklearn.ensemble.ExtraTreesClassifier,TRUE
17,sklearn.ensemble.RandomForestClassifier,3,sklearn.ensemble.VotingClassifier,FALSE
17,sklearn.ensemble.RandomForestClassifier,4,sklearn.ensemble.BaggingClassifier,TRUE
17,sklearn.ensemble.RandomForestClassifier,5,sklearn.tree.ExtraTreeClassifier,TRUE
17,sklearn.ensemble.RandomForestClassifier,6,sklearn.ensemble.GradientBoostingClassifier,TRUE
17,sklearn.ensemble.RandomForestClassifier,7,sklearn.linear_model.RidgeClassifier,FALSE
17,sklearn.ensemble.RandomForestClassifier,8,sklearn.ensemble.AdaBoostClassifier,TRUE
17,sklearn.ensemble.RandomForestClassifier,9,sklearn.neighbors.KNeighborsClassifier,FALSE
18,sklearn.linear_model.Huber,0,sklearn.linear_model.SGDRegressor,FALSE
18,sklearn.linear_model.Huber,1,sklearn.linear_model.Perceptron,FALSE
18,sklearn.linear_model.Huber,2,sklearn.linear_model.HuberRegressor,TRUE
18,sklearn.linear_model.Huber,3,sklearn.linear_model.ModifiedHuber,TRUE
18,sklearn.linear_model.Huber,4,sklearn.linear_model.Hinge,FALSE
18,sklearn.linear_model.Huber,5,sklearn.linear_model.Lasso,FALSE
18,sklearn.linear_model.Huber,6,sklearn.linear_model.PassiveAggressiveClassifier,FALSE
18,sklearn.linear_model.Huber,7,sklearn.linear_model.ElasticNet,FALSE
18,sklearn.linear_model.Huber,8,sklearn.linear_model.MultiTaskElasticNet,FALSE
18,sklearn.linear_model.Huber,9,sklearn.linear_model.Log,FALSE
19,sklearn.ensemble.VotingClassifier,0,sklearn.ensemble.VotingRegressor,FALSE
19,sklearn.ensemble.VotingClassifier,1,sklearn.ensemble.RandomForestClassifier,FALSE
19,sklearn.ensemble.VotingClassifier,2,sklearn.tree.ExtraTreeClassifier,FALSE
19,sklearn.ensemble.VotingClassifier,3,sklearn.ensemble.GradientBoostingClassifier,FALSE
19,sklearn.ensemble.VotingClassifier,4,sklearn.ensemble.ExtraTreesClassifier,FALSE
19,sklearn.ensemble.VotingClassifier,5,sklearn.ensemble.AdaBoostClassifier,FALSE
19,sklearn.ensemble.VotingClassifier,6,sklearn.tree.DecisionTreeClassifier,FALSE
19,sklearn.ensemble.VotingClassifier,7,sklearn.linear_model.RidgeClassifier,FALSE
19,sklearn.ensemble.VotingClassifier,8,sklearn.ensemble.BaggingClassifier,FALSE
19,sklearn.ensemble.VotingClassifier,9,sklearn.neighbors.KNeighborsClassifier,FALSE
20,sklearn.svm.LinearSVR,0,sklearn.svm.LinearSVC,FALSE
20,sklearn.svm.LinearSVR,1,sklearn.svm.NuSVR,TRUE
20,sklearn.svm.LinearSVR,2,sklearn.svm.SVR,TRUE
20,sklearn.svm.LinearSVR,3,sklearn.svm.SVC,FALSE
20,sklearn.svm.LinearSVR,4,sklearn.linear_model.LinearRegression,TRUE
20,sklearn.svm.LinearSVR,5,sklearn.linear_model.RidgeCV,TRUE
20,sklearn.svm.LinearSVR,6,sklearn.linear_model.LarsCV,TRUE
20,sklearn.svm.LinearSVR,7,sklearn.svm.NuSVC,FALSE
20,sklearn.svm.LinearSVR,8,sklearn.linear_model.Ridge,TRUE
20,sklearn.svm.LinearSVR,9,sklearn.linear_model.LogisticRegressionCV,FALSE
21,sklearn.svm.OneClassSVM,0,sklearn.linear_model.RidgeClassifierCV,FALSE
21,sklearn.svm.OneClassSVM,1,sklearn.linear_model.SGDClassifier,FALSE
21,sklearn.svm.OneClassSVM,2,sklearn.linear_model.RidgeClassifier,FALSE
21,sklearn.svm.OneClassSVM,3,sklearn.svm.SVC,FALSE
21,sklearn.svm.OneClassSVM,4,sklearn.ensemble.VotingClassifier,FALSE
21,sklearn.svm.OneClassSVM,5,sklearn.svm.LinearSVC,FALSE
21,sklearn.svm.OneClassSVM,6,sklearn.tree.ExtraTreeClassifier,FALSE
21,sklearn.svm.OneClassSVM,7,sklearn.ensemble.AdaBoostClassifier,FALSE
21,sklearn.svm.OneClassSVM,8,sklearn.neighbors.KNeighborsClassifier,FALSE
21,sklearn.svm.OneClassSVM,9,sklearn.neural_network.MLPClassifier,FALSE
22,sklearn.feature_selection.VarianceThreshold,0,sklearn.feature_selection.RFECV,TRUE
22,sklearn.feature_selection.VarianceThreshold,1,sklearn.feature_selection.SelectPercentile,TRUE
22,sklearn.feature_selection.VarianceThreshold,2,sklearn.feature_selection.SelectKBest,TRUE
22,sklearn.feature_selection.VarianceThreshold,3,sklearn.feature_selection.RFE,TRUE
22,sklearn.feature_selection.VarianceThreshold,4,sklearn.feature_selection.SelectFromModel,TRUE
22,sklearn.feature_selection.VarianceThreshold,5,sklearn.feature_selection.SelectFpr,TRUE
22,sklearn.feature_selection.VarianceThreshold,6,sklearn.feature_selection.GenericUnivariateSelect,TRUE
22,sklearn.feature_selection.VarianceThreshold,7,sklearn.feature_extraction.FeatureHasher,FALSE
22,sklearn.feature_selection.VarianceThreshold,8,sklearn.preprocessing.MinMaxScaler,FALSE
22,sklearn.feature_selection.VarianceThreshold,9,sklearn.feature_extraction.DictVectorizer,FALSE
23,sklearn.svm.NuSVR,0,sklearn.svm.NuSVC,FALSE
23,sklearn.svm.NuSVR,1,sklearn.svm.LinearSVR,TRUE
23,sklearn.svm.NuSVR,2,sklearn.svm.SVR,TRUE
23,sklearn.svm.NuSVR,3,sklearn.svm.LinearSVC,FALSE
23,sklearn.svm.NuSVR,4,sklearn.svm.SVC,FALSE
23,sklearn.svm.NuSVR,5,sklearn.linear_model.ARDRegression,TRUE
23,sklearn.svm.NuSVR,6,sklearn.linear_model.RidgeCV,TRUE
23,sklearn.svm.NuSVR,7,sklearn.decomposition.TruncatedSVD,FALSE
23,sklearn.svm.NuSVR,8,sklearn.linear_model.LinearRegression,TRUE
23,sklearn.svm.NuSVR,9,sklearn.linear_model.LarsCV,TRUE
24,sklearn.decomposition.LatentDirichletAllocation,0,sklearn.decomposition.MiniBatchDictionaryLearning,FALSE
24,sklearn.decomposition.LatentDirichletAllocation,1,sklearn.decomposition.MiniBatchSparsePCA,TRUE
24,sklearn.decomposition.LatentDirichletAllocation,2,sklearn.manifold.Isomap,FALSE
24,sklearn.decomposition.LatentDirichletAllocation,3,sklearn.decomposition.DictionaryLearning,FALSE
24,sklearn.decomposition.LatentDirichletAllocation,4,sklearn.decomposition.SparseCoder,FALSE
24,sklearn.decomposition.LatentDirichletAllocation,5,sklearn.covariance.OAS,FALSE
24,sklearn.decomposition.LatentDirichletAllocation,6,sklearn.covariance.EmpiricalCovariance,FALSE
24,sklearn.decomposition.LatentDirichletAllocation,7,sklearn.neighbors.KernelDensity,FALSE
24,sklearn.decomposition.LatentDirichletAllocation,8,sklearn.linear_model.SGDRegressor,FALSE
24,sklearn.decomposition.LatentDirichletAllocation,9,sklearn.linear_model.MultiTaskElasticNet,FALSE
25,sklearn.decomposition.SparseCoder,0,sklearn.decomposition.MiniBatchSparsePCA,FALSE
25,sklearn.decomposition.SparseCoder,1,sklearn.decomposition.DictionaryLearning,TRUE
25,sklearn.decomposition.SparseCoder,2,sklearn.decomposition.MiniBatchDictionaryLearning,TRUE
25,sklearn.decomposition.SparseCoder,3,sklearn.random_projection.SparseRandomProjection,TRUE
25,sklearn.decomposition.SparseCoder,4,sklearn.covariance.OAS,FALSE
25,sklearn.decomposition.SparseCoder,5,sklearn.decomposition.SparsePCA,FALSE
25,sklearn.decomposition.SparseCoder,6,sklearn.manifold.Isomap,TRUE
25,sklearn.decomposition.SparseCoder,7,sklearn.linear_model.Huber,FALSE
25,sklearn.decomposition.SparseCoder,8,sklearn.neighbors.KernelDensity,FALSE
25,sklearn.decomposition.SparseCoder,9,sklearn.covariance.EmpiricalCovariance,FALSE
26,sklearn.linear_model.Lasso,0,sklearn.linear_model.MultiTaskLasso,TRUE
26,sklearn.linear_model.Lasso,1,sklearn.decomposition.NMF,FALSE
26,sklearn.linear_model.Lasso,2,sklearn.linear_model.LassoLars,TRUE
26,sklearn.linear_model.Lasso,3,sklearn.linear_model.MultiTaskLassoCV,TRUE
26,sklearn.linear_model.Lasso,4,sklearn.linear_model.LassoCV,TRUE
26,sklearn.linear_model.Lasso,5,sklearn.linear_model.Ridge,TRUE
26,sklearn.linear_model.Lasso,6,sklearn.decomposition.KernelPCA,FALSE
26,sklearn.linear_model.Lasso,7,sklearn.linear_model.LassoLarsCV,TRUE
26,sklearn.linear_model.Lasso,8,sklearn.linear_model.Log,FALSE
26,sklearn.linear_model.Lasso,9,sklearn.covariance.GraphLasso,FALSE
27,sklearn.gaussian_process.GaussianProcessClassifier,0,sklearn.gaussian_process.GaussianProcessRegressor,FALSE
27,sklearn.gaussian_process.GaussianProcessClassifier,1,sklearn.linear_model.RidgeClassifier,FALSE
27,sklearn.gaussian_process.GaussianProcessClassifier,2,sklearn.linear_model.RidgeClassifierCV,FALSE
27,sklearn.gaussian_process.GaussianProcessClassifier,3,sklearn.linear_model.SGDClassifier,FALSE
27,sklearn.gaussian_process.GaussianProcessClassifier,4,sklearn.tree.DecisionTreeClassifier,TRUE
27,sklearn.gaussian_process.GaussianProcessClassifier,5,sklearn.ensemble.RandomForestClassifier,TRUE
27,sklearn.gaussian_process.GaussianProcessClassifier,6,sklearn.tree.ExtraTreeClassifier,TRUE
27,sklearn.gaussian_process.GaussianProcessClassifier,7,sklearn.mixture.GaussianMixture,FALSE
27,sklearn.gaussian_process.GaussianProcessClassifier,8,sklearn.ensemble.VotingClassifier,FALSE
27,sklearn.gaussian_process.GaussianProcessClassifier,9,sklearn.linear_model.RANSACRegressor,FALSE
28,sklearn.linear_model.ElasticNetCV,0,sklearn.linear_model.ElasticNet,TRUE
28,sklearn.linear_model.ElasticNetCV,1,sklearn.linear_model.LarsCV,TRUE
28,sklearn.linear_model.ElasticNetCV,2,sklearn.linear_model.LassoCV,TRUE
28,sklearn.linear_model.ElasticNetCV,3,sklearn.linear_model.Ridge,TRUE
28,sklearn.linear_model.ElasticNetCV,4,sklearn.linear_model.MultiTaskElasticNetCV,TRUE
28,sklearn.linear_model.ElasticNetCV,5,sklearn.linear_model.RidgeCV,TRUE
28,sklearn.linear_model.ElasticNetCV,6,sklearn.linear_model.LogisticRegressionCV,FALSE
28,sklearn.linear_model.ElasticNetCV,7,sklearn.linear_model.RidgeClassifierCV,FALSE
28,sklearn.linear_model.ElasticNetCV,8,sklearn.linear_model.HuberRegressor,TRUE
28,sklearn.linear_model.ElasticNetCV,9,sklearn.linear_model.LogisticRegression,FALSE
29,sklearn.linear_model.LassoLarsCV,0,sklearn.linear_model.LassoLars,TRUE
29,sklearn.linear_model.LassoLarsCV,1,sklearn.linear_model.LarsCV,TRUE
29,sklearn.linear_model.LassoLarsCV,2,sklearn.linear_model.LassoCV,TRUE
29,sklearn.linear_model.LassoLarsCV,3,sklearn.covariance.GraphicalLassoCV,FALSE
29,sklearn.linear_model.LassoLarsCV,4,sklearn.covariance.GraphLassoCV,FALSE
29,sklearn.linear_model.LassoLarsCV,5,sklearn.linear_model.MultiTaskLassoCV,TRUE
29,sklearn.linear_model.LassoLarsCV,6,sklearn.linear_model.Lasso,TRUE
29,sklearn.linear_model.LassoLarsCV,7,sklearn.covariance.GraphLasso,FALSE
29,sklearn.linear_model.LassoLarsCV,8,sklearn.linear_model.RidgeCV,TRUE
29,sklearn.linear_model.LassoLarsCV,9,sklearn.linear_model.MultiTaskLasso,TRUE
30,sklearn.feature_extraction.text.TfidfTransformer,0,sklearn.feature_extraction.text.CountVectorizer,TRUE
30,sklearn.feature_extraction.text.TfidfTransformer,1,sklearn.feature_extraction.text.TfidfVectorizer,TRUE
30,sklearn.feature_extraction.text.TfidfTransformer,2,sklearn.feature_extraction.text.HashingVectorizer,TRUE
30,sklearn.feature_extraction.text.TfidfTransformer,3,sklearn.feature_extraction.DictVectorizer,TRUE
