sampled_id,class,result_position,result,relevant
10,sklearn.svm.NuSVC,1,sklearn.impute.SimpleImputer,FALSE
10,sklearn.svm.NuSVC,2,sklearn.decomposition.DictionaryLearning,FALSE
10,sklearn.svm.NuSVC,3,sklearn.preprocessing.StandardScaler,FALSE
10,sklearn.svm.NuSVC,4,sklearn.feature_selection.SelectFdr,FALSE
10,sklearn.svm.NuSVC,5,sklearn.decomposition.IncrementalPCA,FALSE
10,sklearn.svm.NuSVC,6,sklearn.decomposition.LatentDirichletAllocation,FALSE
10,sklearn.svm.NuSVC,7,sklearn.linear_model.RidgeClassifierCV,TRUE
10,sklearn.svm.NuSVC,8,sklearn.naive_bayes.ComplementNB,TRUE
10,sklearn.svm.NuSVC,9,sklearn.decomposition.TruncatedSVD,FALSE
11,sklearn.preprocessing.StandardScaler,0,sklearn.neighbors.KNeighborsClassifier,FALSE
11,sklearn.preprocessing.StandardScaler,1,sklearn.feature_extraction.text.HashingVectorizer,FALSE
11,sklearn.preprocessing.StandardScaler,2,sklearn.neural_network.MLPRegressor,FALSE
11,sklearn.preprocessing.StandardScaler,3,sklearn.ensemble.ExtraTreesRegressor,FALSE
11,sklearn.preprocessing.StandardScaler,4,sklearn.feature_extraction.DictVectorizer,FALSE
11,sklearn.preprocessing.StandardScaler,5,sklearn.linear_model.RidgeClassifierCV,FALSE
11,sklearn.preprocessing.StandardScaler,6,sklearn.mixture.GaussianMixture,FALSE
11,sklearn.preprocessing.StandardScaler,7,sklearn.linear_model.Ridge,FALSE
11,sklearn.preprocessing.StandardScaler,8,sklearn.ensemble.BaggingRegressor,FALSE
11,sklearn.preprocessing.StandardScaler,9,sklearn.cluster.AffinityPropagation,FALSE
12,sklearn.neighbors.LocalOutlierFactor,0,sklearn.linear_model.LassoLarsCV,FALSE
12,sklearn.neighbors.LocalOutlierFactor,1,sklearn.linear_model.LarsCV,FALSE
12,sklearn.neighbors.LocalOutlierFactor,2,sklearn.linear_model.LassoLarsIC,FALSE
12,sklearn.neighbors.LocalOutlierFactor,3,sklearn.tree.ExtraTreeClassifier,FALSE
12,sklearn.neighbors.LocalOutlierFactor,4,sklearn.cluster.AffinityPropagation,FALSE
12,sklearn.neighbors.LocalOutlierFactor,5,sklearn.cluster.SpectralCoclustering,FALSE
12,sklearn.neighbors.LocalOutlierFactor,6,sklearn.ensemble.IsolationForest,TRUE
12,sklearn.neighbors.LocalOutlierFactor,7,sklearn.linear_model.MultiTaskLasso,FALSE
12,sklearn.neighbors.LocalOutlierFactor,8,sklearn.feature_selection.GenericUnivariateSelect,FALSE
12,sklearn.neighbors.LocalOutlierFactor,9,sklearn.decomposition.KernelPCA,FALSE
13,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,0,sklearn.linear_model.Log,FALSE
13,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1,sklearn.svm.NuSVC,TRUE
13,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,2,sklearn.feature_selection.SelectFwe,FALSE
13,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,3,sklearn.ensemble.BaggingRegressor,FALSE
13,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,4,sklearn.linear_model.RidgeClassifier,TRUE
13,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,5,sklearn.ensemble.RandomTreesEmbedding,FALSE
13,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,6,sklearn.decomposition.SparsePCA,FALSE
13,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,7,sklearn.multiclass.OneVsOneClassifier,FALSE
13,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,8,sklearn.cluster.SpectralCoclustering,FALSE
13,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,9,sklearn.cluster.MeanShift,FALSE
14,sklearn.linear_model.Ridge,0,sklearn.preprocessing.KernelCenterer,FALSE
14,sklearn.linear_model.Ridge,1,sklearn.linear_model.Lars,TRUE
14,sklearn.linear_model.Ridge,2,sklearn.linear_model.RidgeClassifierCV,FALSE
14,sklearn.linear_model.Ridge,3,sklearn.cluster.DBSCAN,FALSE
14,sklearn.linear_model.Ridge,4,sklearn.neighbors.NeighborhoodComponentsAnalysis,FALSE
14,sklearn.linear_model.Ridge,5,sklearn.tree.ExtraTreeClassifier,FALSE
14,sklearn.linear_model.Ridge,6,sklearn.ensemble.BaggingRegressor,FALSE
14,sklearn.linear_model.Ridge,7,sklearn.feature_selection.SelectKBest,FALSE
14,sklearn.linear_model.Ridge,8,sklearn.neighbors.RadiusNeighborsClassifier,FALSE
14,sklearn.linear_model.Ridge,9,sklearn.naive_bayes.BernoulliNB,FALSE
15,sklearn.linear_model.MultiTaskElasticNetCV,0,sklearn.neighbors.NearestCentroid,FALSE
15,sklearn.linear_model.MultiTaskElasticNetCV,1,sklearn.feature_extraction.text.TfidfTransformer,FALSE
15,sklearn.linear_model.MultiTaskElasticNetCV,2,sklearn.feature_selection.GenericUnivariateSelect,FALSE
15,sklearn.linear_model.MultiTaskElasticNetCV,3,sklearn.linear_model.HuberRegressor,FALSE
15,sklearn.linear_model.MultiTaskElasticNetCV,4,sklearn.decomposition.PCA,FALSE
15,sklearn.linear_model.MultiTaskElasticNetCV,5,sklearn.linear_model.OrthogonalMatchingPursuitCV,TRUE
15,sklearn.linear_model.MultiTaskElasticNetCV,6,sklearn.linear_model.MultiTaskLasso,TRUE
15,sklearn.linear_model.MultiTaskElasticNetCV,7,sklearn.decomposition.LatentDirichletAllocation,FALSE
15,sklearn.linear_model.MultiTaskElasticNetCV,8,sklearn.feature_selection.SelectPercentile,FALSE
15,sklearn.linear_model.MultiTaskElasticNetCV,9,sklearn.covariance.OAS,FALSE
16,sklearn.manifold.TSNE,0,sklearn.cluster.SpectralBiclustering,FALSE
16,sklearn.manifold.TSNE,1,sklearn.cluster.AgglomerativeClustering,FALSE
16,sklearn.manifold.TSNE,2,sklearn.linear_model.LogisticRegressionCV,FALSE
16,sklearn.manifold.TSNE,3,sklearn.tree.DecisionTreeRegressor,FALSE
16,sklearn.manifold.TSNE,4,sklearn.neighbors.KernelDensity,FALSE
16,sklearn.manifold.TSNE,5,sklearn.linear_model.LarsCV,FALSE
16,sklearn.manifold.TSNE,6,sklearn.cluster.OPTICS,FALSE
16,sklearn.manifold.TSNE,7,sklearn.linear_model.LinearRegression,FALSE
16,sklearn.manifold.TSNE,8,sklearn.decomposition.SparseCoder,TRUE
16,sklearn.manifold.TSNE,9,sklearn.ensemble.GradientBoostingRegressor,FALSE
17,sklearn.ensemble.RandomForestClassifier,0,sklearn.feature_selection.GenericUnivariateSelect,FALSE
17,sklearn.ensemble.RandomForestClassifier,1,sklearn.random_projection.SparseRandomProjection,FALSE
17,sklearn.ensemble.RandomForestClassifier,2,sklearn.feature_extraction.text.TfidfTransformer,FALSE
17,sklearn.ensemble.RandomForestClassifier,3,sklearn.preprocessing.OneHotEncoder,FALSE
17,sklearn.ensemble.RandomForestClassifier,4,sklearn.linear_model.Huber,FALSE
17,sklearn.ensemble.RandomForestClassifier,5,sklearn.decomposition.FastICA,FALSE
17,sklearn.ensemble.RandomForestClassifier,6,sklearn.tree.DecisionTreeRegressor,FALSE
17,sklearn.ensemble.RandomForestClassifier,7,sklearn.covariance.GraphicalLasso,FALSE
17,sklearn.ensemble.RandomForestClassifier,8,sklearn.impute.SimpleImputer,FALSE
17,sklearn.ensemble.RandomForestClassifier,9,sklearn.neighbors.KNeighborsRegressor,FALSE
18,sklearn.linear_model.Huber,0,sklearn.ensemble.GradientBoostingRegressor,FALSE
18,sklearn.linear_model.Huber,1,sklearn.preprocessing.MinMaxScaler,FALSE
18,sklearn.linear_model.Huber,2,sklearn.decomposition.LatentDirichletAllocation,FALSE
18,sklearn.linear_model.Huber,3,sklearn.covariance.ShrunkCovariance,FALSE
18,sklearn.linear_model.Huber,4,sklearn.linear_model.RidgeClassifier,FALSE
18,sklearn.linear_model.Huber,5,sklearn.linear_model.LassoLarsCV,FALSE
18,sklearn.linear_model.Huber,6,sklearn.linear_model.BayesianRidge,FALSE
18,sklearn.linear_model.Huber,7,sklearn.ensemble.VotingRegressor,FALSE
18,sklearn.linear_model.Huber,8,sklearn.naive_bayes.ComplementNB,FALSE
18,sklearn.linear_model.Huber,9,sklearn.decomposition.SparsePCA,FALSE
19,sklearn.ensemble.VotingClassifier,0,sklearn.feature_extraction.text.TfidfTransformer,FALSE
19,sklearn.ensemble.VotingClassifier,1,sklearn.feature_selection.SelectFdr,FALSE
19,sklearn.ensemble.VotingClassifier,2,sklearn.ensemble.BaggingClassifier,FALSE
19,sklearn.ensemble.VotingClassifier,3,sklearn.preprocessing.MaxAbsScaler,FALSE
19,sklearn.ensemble.VotingClassifier,4,sklearn.linear_model.TheilSenRegressor,FALSE
19,sklearn.ensemble.VotingClassifier,5,sklearn.multiclass.OutputCodeClassifier,FALSE
19,sklearn.ensemble.VotingClassifier,6,sklearn.neighbors.KNeighborsRegressor,FALSE
19,sklearn.ensemble.VotingClassifier,7,sklearn.manifold.TSNE,FALSE
19,sklearn.ensemble.VotingClassifier,8,sklearn.covariance.LedoitWolf,FALSE
19,sklearn.ensemble.VotingClassifier,9,sklearn.preprocessing.KBinsDiscretizer,FALSE
20,sklearn.svm.LinearSVR,0,sklearn.ensemble.RandomForestClassifier,FALSE
20,sklearn.svm.LinearSVR,1,sklearn.linear_model.Lars,TRUE
20,sklearn.svm.LinearSVR,2,sklearn.feature_extraction.text.TfidfVectorizer,FALSE
20,sklearn.svm.LinearSVR,3,sklearn.neighbors.RadiusNeighborsRegressor,TRUE
20,sklearn.svm.LinearSVR,4,sklearn.feature_extraction.text.TfidfTransformer,FALSE
20,sklearn.svm.LinearSVR,5,sklearn.covariance.OAS,FALSE
20,sklearn.svm.LinearSVR,6,sklearn.cluster.AffinityPropagation,FALSE
20,sklearn.svm.LinearSVR,7,sklearn.linear_model.MultiTaskLassoCV,TRUE
20,sklearn.svm.LinearSVR,8,sklearn.decomposition.MiniBatchDictionaryLearning,FALSE
20,sklearn.svm.LinearSVR,9,sklearn.preprocessing.KBinsDiscretizer,FALSE
21,sklearn.svm.OneClassSVM,0,sklearn.cluster.MeanShift,FALSE
21,sklearn.svm.OneClassSVM,1,sklearn.linear_model.Hinge,FALSE
21,sklearn.svm.OneClassSVM,2,sklearn.feature_extraction.text.HashingVectorizer,FALSE
21,sklearn.svm.OneClassSVM,3,sklearn.linear_model.Lasso,FALSE
21,sklearn.svm.OneClassSVM,4,sklearn.feature_extraction.FeatureHasher,FALSE
21,sklearn.svm.OneClassSVM,5,sklearn.linear_model.Lars,FALSE
21,sklearn.svm.OneClassSVM,6,sklearn.ensemble.VotingRegressor,FALSE
21,sklearn.svm.OneClassSVM,7,sklearn.preprocessing.Imputer,FALSE
21,sklearn.svm.OneClassSVM,8,sklearn.covariance.ShrunkCovariance,FALSE
21,sklearn.svm.OneClassSVM,9,sklearn.linear_model.SGDRegressor,FALSE
22,sklearn.feature_selection.VarianceThreshold,0,sklearn.decomposition.MiniBatchDictionaryLearning,FALSE
22,sklearn.feature_selection.VarianceThreshold,1,sklearn.manifold.TSNE,FALSE
22,sklearn.feature_selection.VarianceThreshold,2,sklearn.naive_bayes.MultinomialNB,FALSE
22,sklearn.feature_selection.VarianceThreshold,3,sklearn.linear_model.ModifiedHuber,FALSE
22,sklearn.feature_selection.VarianceThreshold,4,sklearn.preprocessing.PolynomialFeatures,FALSE
22,sklearn.feature_selection.VarianceThreshold,5,sklearn.ensemble.ExtraTreesRegressor,FALSE
22,sklearn.feature_selection.VarianceThreshold,6,sklearn.impute.MissingIndicator,FALSE
22,sklearn.feature_selection.VarianceThreshold,7,sklearn.preprocessing.QuantileTransformer,FALSE
22,sklearn.feature_selection.VarianceThreshold,8,sklearn.preprocessing.KernelCenterer,FALSE
22,sklearn.feature_selection.VarianceThreshold,9,sklearn.manifold.Isomap,FALSE
23,sklearn.svm.NuSVR,0,sklearn.neighbors.BallTree,FALSE
23,sklearn.svm.NuSVR,1,sklearn.multiclass.OneVsRestClassifier,FALSE
23,sklearn.svm.NuSVR,2,sklearn.neighbors.NeighborhoodComponentsAnalysis,FALSE
23,sklearn.svm.NuSVR,3,sklearn.linear_model.MultiTaskLasso,TRUE
23,sklearn.svm.NuSVR,4,sklearn.ensemble.AdaBoostRegressor,TRUE
23,sklearn.svm.NuSVR,5,sklearn.feature_extraction.DictVectorizer,FALSE
23,sklearn.svm.NuSVR,6,sklearn.neighbors.KNeighborsClassifier,FALSE
23,sklearn.svm.NuSVR,7,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,FALSE
23,sklearn.svm.NuSVR,8,sklearn.ensemble.GradientBoostingRegressor,TRUE
23,sklearn.svm.NuSVR,9,sklearn.ensemble.GradientBoostingClassifier,FALSE
24,sklearn.decomposition.LatentDirichletAllocation,0,sklearn.preprocessing.Binarizer,FALSE
24,sklearn.decomposition.LatentDirichletAllocation,1,sklearn.linear_model.SquaredLoss,FALSE
24,sklearn.decomposition.LatentDirichletAllocation,2,sklearn.ensemble.GradientBoostingClassifier,FALSE
24,sklearn.decomposition.LatentDirichletAllocation,3,sklearn.decomposition.MiniBatchSparsePCA,FALSE
24,sklearn.decomposition.LatentDirichletAllocation,4,sklearn.tree.DecisionTreeClassifier,FALSE
24,sklearn.decomposition.LatentDirichletAllocation,5,sklearn.feature_extraction.text.TfidfVectorizer,FALSE
24,sklearn.decomposition.LatentDirichletAllocation,6,sklearn.feature_selection.VarianceThreshold,FALSE
24,sklearn.decomposition.LatentDirichletAllocation,7,sklearn.mixture.GaussianMixture,FALSE
24,sklearn.decomposition.LatentDirichletAllocation,8,sklearn.ensemble.ExtraTreesClassifier,FALSE
24,sklearn.decomposition.LatentDirichletAllocation,9,sklearn.preprocessing.MultiLabelBinarizer,FALSE
25,sklearn.decomposition.SparseCoder,0,sklearn.cluster.MiniBatchKMeans,FALSE
25,sklearn.decomposition.SparseCoder,1,sklearn.neighbors.RadiusNeighborsRegressor,FALSE
25,sklearn.decomposition.SparseCoder,2,sklearn.tree.ExtraTreeClassifier,FALSE
25,sklearn.decomposition.SparseCoder,3,sklearn.linear_model.LarsCV,FALSE
25,sklearn.decomposition.SparseCoder,4,sklearn.svm.OneClassSVM,FALSE
25,sklearn.decomposition.SparseCoder,5,sklearn.linear_model.SGDRegressor,FALSE
25,sklearn.decomposition.SparseCoder,6,sklearn.multiclass.OneVsOneClassifier,FALSE
25,sklearn.decomposition.SparseCoder,7,sklearn.linear_model.Perceptron,FALSE
25,sklearn.decomposition.SparseCoder,8,sklearn.preprocessing.LabelBinarizer,FALSE
25,sklearn.decomposition.SparseCoder,9,sklearn.cluster.AffinityPropagation,FALSE
26,sklearn.linear_model.Lasso,0,sklearn.feature_extraction.text.TfidfVectorizer,FALSE
26,sklearn.linear_model.Lasso,1,sklearn.feature_selection.GenericUnivariateSelect,FALSE
26,sklearn.linear_model.Lasso,2,sklearn.manifold.Isomap,FALSE
26,sklearn.linear_model.Lasso,3,sklearn.naive_bayes.BernoulliNB,FALSE
26,sklearn.linear_model.Lasso,4,sklearn.cluster.Birch,FALSE
26,sklearn.linear_model.Lasso,5,sklearn.covariance.GraphicalLasso,FALSE
26,sklearn.linear_model.Lasso,6,sklearn.linear_model.Lars,TRUE
26,sklearn.linear_model.Lasso,7,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,FALSE
26,sklearn.linear_model.Lasso,8,sklearn.decomposition.FastICA,FALSE
26,sklearn.linear_model.Lasso,9,sklearn.manifold.LocallyLinearEmbedding,FALSE
27,sklearn.gaussian_process.GaussianProcessClassifier,0,sklearn.linear_model.PassiveAggressiveClassifier,TRUE
27,sklearn.gaussian_process.GaussianProcessClassifier,1,sklearn.impute.SimpleImputer,FALSE
27,sklearn.gaussian_process.GaussianProcessClassifier,2,sklearn.decomposition.SparsePCA,FALSE
27,sklearn.gaussian_process.GaussianProcessClassifier,3,sklearn.preprocessing.Imputer,FALSE
27,sklearn.gaussian_process.GaussianProcessClassifier,4,sklearn.linear_model.MultiTaskElasticNet,FALSE
27,sklearn.gaussian_process.GaussianProcessClassifier,5,sklearn.preprocessing.PowerTransformer,FALSE
27,sklearn.gaussian_process.GaussianProcessClassifier,6,sklearn.ensemble.IsolationForest,FALSE
27,sklearn.gaussian_process.GaussianProcessClassifier,7,sklearn.decomposition.TruncatedSVD,FALSE
27,sklearn.gaussian_process.GaussianProcessClassifier,8,sklearn.naive_bayes.MultinomialNB,TRUE
27,sklearn.gaussian_process.GaussianProcessClassifier,9,sklearn.ensemble.AdaBoostClassifier,TRUE
28,sklearn.linear_model.ElasticNetCV,0,sklearn.cluster.DBSCAN,FALSE
28,sklearn.linear_model.ElasticNetCV,1,sklearn.linear_model.SGDRegressor,TRUE
28,sklearn.linear_model.ElasticNetCV,2,sklearn.preprocessing.LabelBinarizer,FALSE
28,sklearn.linear_model.ElasticNetCV,3,sklearn.preprocessing.Binarizer,FALSE
28,sklearn.linear_model.ElasticNetCV,4,sklearn.tree.ExtraTreeRegressor,FALSE
28,sklearn.linear_model.ElasticNetCV,5,sklearn.svm.LinearSVC,FALSE
28,sklearn.linear_model.ElasticNetCV,6,sklearn.preprocessing.Imputer,FALSE
28,sklearn.linear_model.ElasticNetCV,7,sklearn.gaussian_process.GaussianProcessRegressor,TRUE
28,sklearn.linear_model.ElasticNetCV,8,sklearn.preprocessing.OrdinalEncoder,FALSE
28,sklearn.linear_model.ElasticNetCV,9,sklearn.feature_extraction.text.TfidfVectorizer,FALSE
29,sklearn.linear_model.LassoLarsCV,0,sklearn.neural_network.MLPRegressor,TRUE
29,sklearn.linear_model.LassoLarsCV,1,sklearn.linear_model.ElasticNet,TRUE
29,sklearn.linear_model.LassoLarsCV,2,sklearn.neighbors.NearestCentroid,FALSE
29,sklearn.linear_model.LassoLarsCV,3,sklearn.neighbors.LocalOutlierFactor,FALSE
29,sklearn.linear_model.LassoLarsCV,4,sklearn.tree.DecisionTreeRegressor,FALSE
29,sklearn.linear_model.LassoLarsCV,5,sklearn.feature_selection.GenericUnivariateSelect,FALSE
29,sklearn.linear_model.LassoLarsCV,6,sklearn.linear_model.OrthogonalMatchingPursuitCV,TRUE
29,sklearn.linear_model.LassoLarsCV,7,sklearn.decomposition.DictionaryLearning,FALSE
29,sklearn.linear_model.LassoLarsCV,8,sklearn.cluster.OPTICS,FALSE
29,sklearn.linear_model.LassoLarsCV,9,sklearn.random_projection.SparseRandomProjection,FALSE
